id,Exited
165176,0.018804906
165177,0.028819032
165178,0.49753457
165179,0.7224723
165180,0.013254728
165181,0.80452174
165182,0.18447217
165183,0.018994885
165184,0.028785352
165185,0.01851582
165186,0.006636971
165187,0.96105236
165188,0.86590016
165189,0.010805934
165190,0.0048253397
165191,0.13564588
165192,0.13727279
165193,0.11347937
165194,0.2689866
165195,0.06990904
165196,0.3094289
165197,0.68077767
165198,0.5541829
165199,0.061788302
165200,0.22169268
165201,0.34605914
165202,0.68379253
165203,0.6905251
165204,0.70968866
165205,0.009604621
165206,0.12420402
165207,0.035202846
165208,0.01269052
165209,0.12141396
165210,0.57684696
165211,0.9459582
165212,0.07419264
165213,0.032144584
165214,0.9567165
165215,0.32243532
165216,0.06480819
165217,0.0026042936
165218,0.0050464342
165219,0.8948014
165220,0.3114041
165221,0.023286885
165222,0.11971305
165223,0.053524718
165224,0.09936993
165225,0.892922
165226,0.69856584
165227,0.14808121
165228,0.10060587
165229,0.32735765
165230,0.8775883
165231,0.008565702
165232,0.0044524213
165233,0.01944018
165234,0.046403266
165235,0.008071847
165236,0.60807836
165237,0.0052489727
165238,0.03901788
165239,0.05970594
165240,0.008028006
165241,0.0053904955
165242,0.39091
165243,0.023077292
165244,0.71388906
165245,0.0066277036
165246,0.04586468
165247,0.0046576336
165248,0.03960739
165249,0.16669
165250,0.008957168
165251,0.015261688
165252,0.35978773
165253,0.3386466
165254,0.00890772
165255,0.085119836
165256,0.11050642
165257,0.024968069
165258,0.7511713
165259,0.39861634
165260,0.2188287
165261,0.8391283
165262,0.48767212
165263,0.0040495885
165264,0.055552077
165265,0.027699675
165266,0.0037308785
165267,0.42908674
165268,0.10024938
165269,0.6633807
165270,0.435261
165271,0.024224184
165272,0.96415085
165273,0.02099374
165274,0.03940115
165275,0.13254276
165276,0.1921452
165277,0.18784375
165278,0.9187497
165279,0.09448019
165280,0.009352722
165281,0.0042390944
165282,0.03927158
165283,0.0028066076
165284,0.18719819
165285,0.09568905
165286,0.04932838
165287,0.020326165
165288,0.04003932
165289,0.035128217
165290,0.0139375
165291,0.0053556017
165292,0.055318654
165293,0.5122397
165294,0.0070592416
165295,0.17421965
165296,0.08273072
165297,0.014194735
165298,0.028300272
165299,0.07593657
165300,0.47761384
165301,0.12289536
165302,0.27055398
165303,0.042004403
165304,0.010222251
165305,0.0051649376
165306,0.01831212
165307,0.19984359
165308,0.016327241
165309,0.0645244
165310,0.043159965
165311,0.08703162
165312,0.7377243
165313,0.020509776
165314,0.06663702
165315,0.16011658
165316,0.13152458
165317,0.0024725704
165318,0.69734365
165319,0.24208647
165320,0.047922924
165321,0.3544109
165322,0.080670714
165323,0.027605575
165324,0.042618137
165325,0.11399653
165326,0.67747724
165327,0.13588993
165328,0.055900715
165329,0.01175686
165330,0.02043156
165331,0.026410839
165332,0.6123845
165333,0.05176536
165334,0.0043617277
165335,0.029884094
165336,0.07246478
165337,0.4595142
165338,0.25149158
165339,0.13476221
165340,0.13399683
165341,0.034999903
165342,0.010447152
165343,0.002559921
165344,0.11990244
165345,0.042941038
165346,0.9282516
165347,0.35537395
165348,0.027907545
165349,0.052428793
165350,0.0028990887
165351,0.108152844
165352,0.020848943
165353,0.010704382
165354,0.059673693
165355,0.23021784
165356,0.018734615
165357,0.019183766
165358,0.075961
165359,0.013689781
165360,0.76908755
165361,0.053355563
165362,0.07503841
165363,0.1571606
165364,0.007872985
165365,0.9322942
165366,0.0035653794
165367,0.10186618
165368,0.09525801
165369,0.7481145
165370,0.21128155
165371,0.0012691886
165372,0.06869202
165373,0.006660304
165374,0.7956874
165375,0.016184289
165376,0.009682394
165377,0.0022611753
165378,0.054522537
165379,0.042300485
165380,0.11456472
165381,0.07949891
165382,0.0051518483
165383,0.009715439
165384,0.035884786
165385,0.09933404
165386,0.77882147
165387,0.013557691
165388,0.25385553
165389,0.05967945
165390,0.5716368
165391,0.0037100806
165392,0.043425094
165393,0.08687994
165394,0.12334987
165395,0.0074831094
165396,0.018740764
165397,0.007486219
165398,0.40744397
165399,0.012357748
165400,0.049354758
165401,0.04670325
165402,0.45133686
165403,0.026798204
165404,0.04835195
165405,0.13103643
165406,0.020952681
165407,0.018386628
165408,0.27501684
165409,0.0034309046
165410,0.010660384
165411,0.024271732
165412,0.05193662
165413,0.0070441132
165414,0.02494128
165415,0.040668353
165416,0.7803954
165417,0.0046655633
165418,0.008317674
165419,0.4994718
165420,0.011856835
165421,0.39871866
165422,0.027843654
165423,0.004945857
165424,0.022384822
165425,0.74718654
165426,0.033634476
165427,0.08491302
165428,0.3026187
165429,0.6706299
165430,0.024405723
165431,0.031887833
165432,0.31205308
165433,0.95923465
165434,0.84050906
165435,0.24308947
165436,0.22091153
165437,0.0031549884
165438,0.008185246
165439,0.11869827
165440,0.69705874
165441,0.5945342
165442,0.016437897
165443,0.007923715
165444,0.033605296
165445,0.17564581
165446,0.06430485
165447,0.004477583
165448,0.15775506
165449,0.0029784557
165450,0.0038754593
165451,0.009822461
165452,0.8051867
165453,0.009236752
165454,0.69590575
165455,0.019028332
165456,0.5939595
165457,0.68744457
165458,0.0097052315
165459,0.048474707
165460,0.08352677
165461,0.03202907
165462,0.055222135
165463,0.09376587
165464,0.049726978
165465,0.80371577
165466,0.011954726
165467,0.012551403
165468,0.06536021
165469,0.01738213
165470,0.030104961
165471,0.26683164
165472,0.0050108787
165473,0.021853484
165474,0.5255221
165475,0.025981154
165476,0.30138296
165477,0.068178535
165478,0.080098264
165479,0.19596934
165480,0.011303369
165481,0.71144474
165482,0.010018554
165483,0.26226646
165484,0.027795538
165485,0.19138399
165486,0.094373666
165487,0.10503012
165488,0.008353305
165489,0.0127437
165490,0.04133183
165491,0.09714736
165492,0.11125012
165493,0.20562822
165494,0.030233119
165495,0.6580182
165496,0.035278413
165497,0.23163646
165498,0.08471603
165499,0.0059932666
165500,0.016418843
165501,0.1263879
165502,0.004599209
165503,0.009178014
165504,0.8396873
165505,0.6513642
165506,0.00965961
165507,0.030885458
165508,0.09493116
165509,0.26756376
165510,0.29412177
165511,0.04466792
165512,0.10706462
165513,0.14883877
165514,0.3315345
165515,0.0046504927
165516,0.05134084
165517,0.045295004
165518,0.005711136
165519,0.4998502
165520,0.3188282
165521,0.11778921
165522,0.06779505
165523,0.11445222
165524,0.109559625
165525,0.095383875
165526,0.35288355
165527,0.33206382
165528,0.0041524856
165529,0.06237045
165530,0.20489712
165531,0.052706923
165532,0.105112486
165533,0.012435895
165534,0.13416539
165535,0.027504068
165536,0.021797543
165537,0.053706147
165538,0.1323182
165539,0.045994718
165540,0.0059091216
165541,0.085422106
165542,0.025134552
165543,0.010866065
165544,0.0072327983
165545,0.09182648
165546,0.03459741
165547,0.023450103
165548,0.027686292
165549,0.065317824
165550,0.13190067
165551,0.007941183
165552,0.1036476
165553,0.6579843
165554,0.0051043835
165555,0.16938731
165556,0.08223226
165557,0.04960467
165558,0.016418034
165559,0.0029888945
165560,0.56538117
165561,0.6055124
165562,0.3944855
165563,0.12531786
165564,0.6307062
165565,0.5372404
165566,0.0107589485
165567,0.6866971
165568,0.031497404
165569,0.0268247
165570,0.02706551
165571,0.0049460377
165572,0.47289553
165573,0.036534615
165574,0.065529056
165575,0.11515815
165576,0.0036038752
165577,0.010171837
165578,0.8468606
165579,0.10969038
165580,0.0046436153
165581,0.0945412
165582,0.53409433
165583,0.062966675
165584,0.06179127
165585,0.7393713
165586,0.17900215
165587,0.0067234286
165588,0.41495073
165589,0.114930145
165590,0.49493945
165591,0.5814696
165592,0.0045050425
165593,0.007190744
165594,0.013231473
165595,0.07104671
165596,0.014843819
165597,0.009506807
165598,0.12820248
165599,0.19801934
165600,0.011418344
165601,0.012552466
165602,0.05193377
165603,0.6963709
165604,0.0058592246
165605,0.035263307
165606,0.0754354
165607,0.23719157
165608,0.16718131
165609,0.3100401
165610,0.057340145
165611,0.026698465
165612,0.020903466
165613,0.78247875
165614,0.12390339
165615,0.63205135
165616,0.042553082
165617,0.10090836
165618,0.6462929
165619,0.63732976
165620,0.05251984
165621,0.015636323
165622,0.02937436
165623,0.0046590576
165624,0.008806076
165625,0.1701768
165626,0.02264209
165627,0.09806216
165628,0.0077103134
165629,0.69482476
165630,0.09093181
165631,0.028945085
165632,0.051236525
165633,0.019221809
165634,0.0020642006
165635,0.080434814
165636,0.052080523
165637,0.051534142
165638,0.032042053
165639,0.120609805
165640,0.57687926
165641,0.018265707
165642,0.017090796
165643,0.13020696
165644,0.0024639152
165645,0.2105922
165646,0.020582344
165647,0.007308294
165648,0.6856683
165649,0.00834936
165650,0.782979
165651,0.046673458
165652,0.03746356
165653,0.12522776
165654,0.018429944
165655,0.034025755
165656,0.58516186
165657,0.5110999
165658,0.32321998
165659,0.91459376
165660,0.053854734
165661,0.9421912
165662,0.6848248
165663,0.03241464
165664,0.16191678
165665,0.013790532
165666,0.22781967
165667,0.68065447
165668,0.0074512074
165669,0.45599762
165670,0.007751432
165671,0.01460153
165672,0.07257754
165673,0.8850652
165674,0.60137415
165675,0.060265135
165676,0.46250623
165677,0.058506247
165678,0.6815862
165679,0.009953631
165680,0.0067190765
165681,0.17883709
165682,0.007792222
165683,0.047638673
165684,0.08001784
165685,0.04764855
165686,0.0069457716
165687,0.054980125
165688,0.7578592
165689,0.022807226
165690,0.11440005
165691,0.002774813
165692,0.15467437
165693,0.010097491
165694,0.009195979
165695,0.007502041
165696,0.19449817
165697,0.007244661
165698,0.07222757
165699,0.08880337
165700,0.1405967
165701,0.53407156
165702,0.031071039
165703,0.16329111
165704,0.0058598216
165705,0.00915718
165706,0.16923992
165707,0.012020985
165708,0.10833193
165709,0.046912987
165710,0.13407509
165711,0.034404766
165712,0.0048890864
165713,0.023323055
165714,0.3696622
165715,0.005504268
165716,0.88364935
165717,0.94180095
165718,0.23632094
165719,0.020618038
165720,0.03227406
165721,0.6227162
165722,0.23876745
165723,0.042765774
165724,0.83437335
165725,0.017360333
165726,0.4467493
165727,0.031191181
165728,0.018944481
165729,0.4160887
165730,0.016853634
165731,0.18135533
165732,0.23172271
165733,0.03745883
165734,0.02486183
165735,0.008985552
165736,0.19192895
165737,0.83704823
165738,0.019800466
165739,0.3672703
165740,0.41621083
165741,0.023498317
165742,0.08527585
165743,0.048499152
165744,0.0178793
165745,0.10158086
165746,0.31913808
165747,0.008494865
165748,0.58804274
165749,0.085073695
165750,0.041210655
165751,0.21664552
165752,0.0073744557
165753,0.13270175
165754,0.15451182
165755,0.050870545
165756,0.30947092
165757,0.013346147
165758,0.07710862
165759,0.19072816
165760,0.15286534
165761,0.8887366
165762,0.89257395
165763,0.093829505
165764,0.07298532
165765,0.51679146
165766,0.05504599
165767,0.061784804
165768,0.58341086
165769,0.055614416
165770,0.12346667
165771,0.116302975
165772,0.006918592
165773,0.011894285
165774,0.01641457
165775,0.027551629
165776,0.23805746
165777,0.079721995
165778,0.078761816
165779,0.12273211
165780,0.7765954
165781,0.1959011
165782,0.04132144
165783,0.8987425
165784,0.83625597
165785,0.058869082
165786,0.0076152654
165787,0.0060001225
165788,0.041425563
165789,0.12767784
165790,0.72886926
165791,0.13586873
165792,0.017573854
165793,0.07052719
165794,0.0065069078
165795,0.4630552
165796,0.048667926
165797,0.010493754
165798,0.054861214
165799,0.033432543
165800,0.06597765
165801,0.3988694
165802,0.0044104485
165803,0.1130965
165804,0.07175619
165805,0.9242906
165806,0.008980691
165807,0.002562083
165808,0.8814778
165809,0.17094077
165810,0.044
165811,0.005571185
165812,0.91176736
165813,0.41871038
165814,0.024882553
165815,0.009512182
165816,0.0139420945
165817,0.006632543
165818,0.13601081
165819,0.93902224
165820,0.070278265
165821,0.24399294
165822,0.045285616
165823,0.003634023
165824,0.051481135
165825,0.05397428
165826,0.031700112
165827,0.81078595
165828,0.0025864104
165829,0.4071628
165830,0.21288294
165831,0.0311581
165832,0.0200589
165833,0.035010453
165834,0.10932409
165835,0.15045299
165836,0.014571256
165837,0.12748215
165838,0.017528236
165839,0.26463687
165840,0.14454906
165841,0.008249757
165842,0.0352104
165843,0.1112226
165844,0.041781418
165845,0.1414784
165846,0.010385432
165847,0.0050266227
165848,0.012404681
165849,0.49449185
165850,0.053950228
165851,0.10542112
165852,0.2742401
165853,0.008989727
165854,0.043951716
165855,0.0251727
165856,0.010934212
165857,0.098498866
165858,0.04062081
165859,0.006249587
165860,0.008051447
165861,0.060017318
165862,0.004638774
165863,0.0061803805
165864,0.0854959
165865,0.18961143
165866,0.02315301
165867,0.23612301
165868,0.008480062
165869,0.0063932682
165870,0.9245277
165871,0.61581784
165872,0.16318053
165873,0.023979194
165874,0.014682344
165875,0.66584116
165876,0.3304771
165877,0.43820205
165878,0.012930662
165879,0.0045710774
165880,0.16424784
165881,0.9569293
165882,0.42748138
165883,0.009677521
165884,0.8143735
165885,0.49206805
165886,0.0024590539
165887,0.72693646
165888,0.6184265
165889,0.006421899
165890,0.38199127
165891,0.03094812
165892,0.030392013
165893,0.5271458
165894,0.049108017
165895,0.019624788
165896,0.7951819
165897,0.109640285
165898,0.005042449
165899,0.12336904
165900,0.009663182
165901,0.056817554
165902,0.10714447
165903,0.08995536
165904,0.022738952
165905,0.18994905
165906,0.081187464
165907,0.11025848
165908,0.123031504
165909,0.03533534
165910,0.09667647
165911,0.008173838
165912,0.47572762
165913,0.04241225
165914,0.37880075
165915,0.14616175
165916,0.1404408
165917,0.016661562
165918,0.51587826
165919,0.012726051
165920,0.986847
165921,0.027155623
165922,0.02428241
165923,0.7642148
165924,0.027411845
165925,0.09998991
165926,0.12733518
165927,0.013737829
165928,0.35973197
165929,0.025367597
165930,0.7627802
165931,0.065073
165932,0.8435078
165933,0.059823908
165934,0.03439021
165935,0.026542258
165936,0.03744015
165937,0.005484344
165938,0.76005495
165939,0.61545306
165940,0.94478893
165941,0.06857958
165942,0.008106707
165943,0.15269062
165944,0.17647374
165945,0.25699925
165946,0.52676684
165947,0.017075079
165948,0.057724066
165949,0.024999775
165950,0.13011558
165951,0.1265894
165952,0.28465626
165953,0.033998273
165954,0.6773009
165955,0.03504816
165956,0.7621807
165957,0.0067374036
165958,0.01711745
165959,0.08139804
165960,0.01768721
165961,0.015284578
165962,0.94006324
165963,0.61755574
165964,0.004981901
165965,0.0050350386
165966,0.90642864
165967,0.006328496
165968,0.794248
165969,0.09579845
165970,0.19606033
165971,0.9115998
165972,0.7095369
165973,0.1378336
165974,0.08388469
165975,0.5662463
165976,0.016475413
165977,0.037958063
165978,0.76603097
165979,0.21434954
165980,0.0339347
165981,0.06130502
165982,0.06593678
165983,0.048826654
165984,0.2342784
165985,0.0954733
165986,0.029853234
165987,0.05274163
165988,0.4566703
165989,0.0495687
165990,0.03807857
165991,0.6879696
165992,0.077126704
165993,0.06791468
165994,0.030822434
165995,0.063333645
165996,0.07477943
165997,0.28832167
165998,0.07174031
165999,0.018887099
166000,0.043611635
166001,0.014524662
166002,0.051165085
166003,0.029273566
166004,0.010778892
166005,0.12827341
166006,0.037233274
166007,0.028040024
166008,0.0036108391
166009,0.5094834
166010,0.9532066
166011,0.01941412
166012,0.0048660757
166013,0.15187868
166014,0.14622352
166015,0.053420253
166016,0.36797947
166017,0.028291924
166018,0.44836313
166019,0.010379954
166020,0.004285312
166021,0.06738204
166022,0.03206699
166023,0.0127653275
166024,0.39030296
166025,0.043499164
166026,0.028951038
166027,0.023293389
166028,0.87916255
166029,0.06397269
166030,0.0038506035
166031,0.30274546
166032,0.057617106
166033,0.015269493
166034,0.023962937
166035,0.63453907
166036,0.8758048
166037,0.34765935
166038,0.005139214
166039,0.0038805613
166040,0.88029534
166041,0.033873852
166042,0.014956595
166043,0.19839124
166044,0.0122904265
166045,0.04168324
166046,0.47108084
166047,0.016492907
166048,0.046165
166049,0.20348233
166050,0.43391627
166051,0.018020496
166052,0.557697
166053,0.57279646
166054,0.039886344
166055,0.57627517
166056,0.01668731
166057,0.009109018
166058,0.47074753
166059,0.95635504
166060,0.106980115
166061,0.6213447
166062,0.4536796
166063,0.878708
166064,0.016312338
166065,0.25649273
166066,0.010498068
166067,0.26662096
166068,0.072892874
166069,0.33033928
166070,0.8295193
166071,0.0017292381
166072,0.17564937
166073,0.20576407
166074,0.13024993
166075,0.16433342
166076,0.07038742
166077,0.026685579
166078,0.4776512
166079,0.112524934
166080,0.07085105
166081,0.023855163
166082,0.14802207
166083,0.29423085
166084,0.02183492
166085,0.17455646
166086,0.043667406
166087,0.07656272
166088,0.10330241
166089,0.04075176
166090,0.16471258
166091,0.34250343
166092,0.94311
166093,0.24309473
166094,0.90081877
166095,0.0039687245
166096,0.47136185
166097,0.23432505
166098,0.31522098
166099,0.7921758
166100,0.072308965
166101,0.031968497
166102,0.009905973
166103,0.018183544
166104,0.12397338
166105,0.042248294
166106,0.6779138
166107,0.09026903
166108,0.77331287
166109,0.22816628
166110,0.05519541
166111,0.011469056
166112,0.009878755
166113,0.14073254
166114,0.1236193
166115,0.02178545
166116,0.14161359
166117,0.01623079
166118,0.015133393
166119,0.012593615
166120,0.0060031805
166121,0.012255091
166122,0.035107166
166123,0.0032422352
166124,0.023893205
166125,0.16074125
166126,0.08417851
166127,0.0155173885
166128,0.015144007
166129,0.900321
166130,0.49976575
166131,0.4563986
166132,0.030843217
166133,0.042411476
166134,0.16506529
166135,0.57563716
166136,0.0047947075
166137,0.51457113
166138,0.10190126
166139,0.13317661
166140,0.54275787
166141,0.024870409
166142,0.025365593
166143,0.18059419
166144,0.43971586
166145,0.004247833
166146,0.012829492
166147,0.60786796
166148,0.13472414
166149,0.0049315486
166150,0.04285648
166151,0.4819664
166152,0.06011567
166153,0.071855575
166154,0.08035248
166155,0.38565072
166156,0.030569047
166157,0.15200427
166158,0.21559773
166159,0.5145323
166160,0.005548554
166161,0.018306002
166162,0.69271684
166163,0.0053463313
166164,0.104190335
166165,0.038034003
166166,0.012940946
166167,0.04294534
166168,0.58848774
166169,0.032795426
166170,0.71731913
166171,0.009623276
166172,0.56250566
166173,0.16284701
166174,0.03997223
166175,0.014690867
166176,0.0037896424
166177,0.3674493
166178,0.074015014
166179,0.22940645
166180,0.030898415
166181,0.0428423
166182,0.57540226
166183,0.7576285
166184,0.047359824
166185,0.023683127
166186,0.0724842
166187,0.32721263
166188,0.6041217
166189,0.07127698
166190,0.046352115
166191,0.33209085
166192,0.10261572
166193,0.22746226
166194,0.1411074
166195,0.6358936
166196,0.19361617
166197,0.78740484
166198,0.17857566
166199,0.075582854
166200,0.012437132
166201,0.54780614
166202,0.05600286
166203,0.012336042
166204,0.7861328
166205,0.72686976
166206,0.869766
166207,0.5154415
166208,0.7746784
166209,0.014770099
166210,0.0040254425
166211,0.007523954
166212,0.11820551
166213,0.021954538
166214,0.14147323
166215,0.058147024
166216,0.047369756
166217,0.007429459
166218,0.94917816
166219,0.07478692
166220,0.20986322
166221,0.45350397
166222,0.6610398
166223,0.17042187
166224,0.21587129
166225,0.17145382
166226,0.060671635
166227,0.08457108
166228,0.94753885
166229,0.013613816
166230,0.01567847
166231,0.051850144
166232,0.012443658
166233,0.016653057
166234,0.01995487
166235,0.014545322
166236,0.010490982
166237,0.75265527
166238,0.92733836
166239,0.010985699
166240,0.010029991
166241,0.008441411
166242,0.21490793
166243,0.11700773
166244,0.2428128
166245,0.016632479
166246,0.011620675
166247,0.16994892
166248,0.051345
166249,0.13350883
166250,0.0079178475
166251,0.07448597
166252,0.014634128
166253,0.58038735
166254,0.008074226
166255,0.0039271186
166256,0.10186428
166257,0.96330726
166258,0.012382916
166259,0.7100945
166260,0.0016794883
166261,0.886723
166262,0.015722109
166263,0.70769185
166264,0.025363402
166265,0.14656979
166266,0.003234006
166267,0.09503544
166268,0.117279135
166269,0.25086597
166270,0.061731663
166271,0.01427755
166272,0.006374706
166273,0.45716348
166274,0.01106033
166275,0.0070153917
166276,0.15459633
166277,0.083492026
166278,0.014237837
166279,0.009358861
166280,0.028040525
166281,0.17523926
166282,0.0904626
166283,0.059514407
166284,0.07351937
166285,0.091573894
166286,0.3057909
166287,0.13102263
166288,0.024508527
166289,0.021368807
166290,0.4047554
166291,0.0029132143
166292,0.005660456
166293,0.352378
166294,0.03579017
166295,0.18755741
166296,0.0874214
166297,0.098593086
166298,0.019554771
166299,0.769463
166300,0.05884199
166301,0.028925277
166302,0.16773407
166303,0.026165852
166304,0.2838008
166305,0.03636405
166306,0.11895824
166307,0.0017892196
166308,0.9154031
166309,0.18985257
166310,0.21626754
166311,0.89138037
166312,0.078786686
166313,0.18622531
166314,0.15472367
166315,0.012980505
166316,0.110152245
166317,0.09877813
166318,0.03377311
166319,0.013335835
166320,0.21564811
166321,0.01987273
166322,0.89255685
166323,0.07424505
166324,0.5928392
166325,0.17610687
166326,0.32704812
166327,0.018463437
166328,0.16106337
166329,0.104251616
166330,0.1282627
166331,0.57123846
166332,0.068907194
166333,0.4969213
166334,0.14666705
166335,0.03691989
166336,0.02752508
166337,0.22748901
166338,0.015682459
166339,0.9768786
166340,0.002850304
166341,0.0078854645
166342,0.31623045
166343,0.027388051
166344,0.029804034
166345,0.039022963
166346,0.81419176
166347,0.90535057
166348,0.79584914
166349,0.18323992
166350,0.010142789
166351,0.012754755
166352,0.4349688
166353,0.18975323
166354,0.17339273
166355,0.11089485
166356,0.13428256
166357,0.07786037
166358,0.1190999
166359,0.01669414
166360,0.06261048
166361,0.029386094
166362,0.8140343
166363,0.680724
166364,0.0078206165
166365,0.2045963
166366,0.014677213
166367,0.57011414
166368,0.09169982
166369,0.15227717
166370,0.6657423
166371,0.32063794
166372,0.13362646
166373,0.53613514
166374,0.2234111
166375,0.0059863846
166376,0.9488441
166377,0.57468915
166378,0.0600054
166379,0.078951955
166380,0.79051214
166381,0.0114795435
166382,0.35986164
166383,0.053616613
166384,0.036609683
166385,0.62678754
166386,0.36736783
166387,0.021935713
166388,0.008396438
166389,0.28220493
166390,0.03907389
166391,0.0668423
166392,0.06880117
166393,0.02523439
166394,0.50691366
166395,0.0054262537
166396,0.009696344
166397,0.31941134
166398,0.84052587
166399,0.6237962
166400,0.010743786
166401,0.008377268
166402,0.010371548
166403,0.48122105
166404,0.64377683
166405,0.013253581
166406,0.16312835
166407,0.08048423
166408,0.039045427
166409,0.010547199
166410,0.016065618
166411,0.02239407
166412,0.26233461
166413,0.051422246
166414,0.15307908
166415,0.25352386
166416,0.03510971
166417,0.05504006
166418,0.18190327
166419,0.021333313
166420,0.9720776
166421,0.062146027
166422,0.4680846
166423,0.04130772
166424,0.38996398
166425,0.0044308
166426,0.047440536
166427,0.2608341
166428,0.29823998
166429,0.01877285
166430,0.5740711
166431,0.0072976914
166432,0.027235964
166433,0.07118211
166434,0.11986923
166435,0.056650717
166436,0.24057694
166437,0.9782326
166438,0.76273733
166439,0.07343269
166440,0.033621576
166441,0.015084299
166442,0.0040088533
166443,0.015644861
166444,0.65917414
166445,0.039957322
166446,0.017240215
166447,0.044794355
166448,0.0077722645
166449,0.012054774
166450,0.7744154
166451,0.95585823
166452,0.041870438
166453,0.029001711
166454,0.15463158
166455,0.0101301195
166456,0.012165648
166457,0.8834251
166458,0.023019081
166459,0.29915342
166460,0.036479183
166461,0.14500016
166462,0.053225126
166463,0.7726238
166464,0.7587515
166465,0.13385534
166466,0.039375704
166467,0.35424694
166468,0.0061433567
166469,0.005483324
166470,0.2436248
166471,0.003152305
166472,0.43700618
166473,0.013347987
166474,0.04481269
166475,0.2895953
166476,0.007502297
166477,0.013453174
166478,0.005585945
166479,0.013661101
166480,0.041632596
166481,0.53871095
166482,0.13021071
166483,0.90109384
166484,0.7715591
166485,0.7610894
166486,0.14165874
166487,0.0025913797
166488,0.00974789
166489,0.022169517
166490,0.8791155
166491,0.016393457
166492,0.23189157
166493,0.021203924
166494,0.0072842455
166495,0.03410355
166496,0.41818205
166497,0.59879375
166498,0.047738127
166499,0.05783998
166500,0.012258469
166501,0.039302513
166502,0.6243039
166503,0.011734671
166504,0.021385856
166505,0.062472325
166506,0.008740136
166507,0.009337475
166508,0.8202476
166509,0.70746577
166510,0.53471214
166511,0.015340651
166512,0.29965103
166513,0.017297737
166514,0.6324229
166515,0.07689254
166516,0.21215151
166517,0.7164099
166518,0.0036728212
166519,0.007374997
166520,0.08337386
166521,0.0041626156
166522,0.033778742
166523,0.5760522
166524,0.6597967
166525,0.004480542
166526,0.0068475087
166527,0.10429029
166528,0.2079747
166529,0.08014162
166530,0.009968123
166531,0.0616356
166532,0.020732114
166533,0.13762309
166534,0.027903005
166535,0.63452613
166536,0.016366115
166537,0.015169724
166538,0.014971073
166539,0.016889162
166540,0.013248323
166541,0.018735886
166542,0.8031067
166543,0.106552355
166544,0.076186925
166545,0.012183495
166546,0.15957524
166547,0.13902453
166548,0.43667436
166549,0.2418422
166550,0.09188498
166551,0.008769433
166552,0.2931824
166553,0.0093789
166554,0.2717018
166555,0.100139
166556,0.017883914
166557,0.048076846
166558,0.93202114
166559,0.035030354
166560,0.16976811
166561,0.23359361
166562,0.09008031
166563,0.13965878
166564,0.32352665
166565,0.26613674
166566,0.06050618
166567,0.008347474
166568,0.0065514008
166569,0.25441885
166570,0.11689624
166571,0.009115593
166572,0.006792032
166573,0.22344695
166574,0.0021436622
166575,0.92856807
166576,0.030612169
166577,0.038326114
